Edad,Sexo,Mayor nivel educativo,Ingreso anual,AÒos de xperiencia laboral,Estado de vivienda,Monto solicitado,Destino de los fondos,Tasa de interÈs,Porcentaje del ingreso,Plazo en aÒos,Puntaje,PrÈstamos previos impagos,Estado
23,MASCULINO,SECUNDARIO,229027,2,PROPIETARIO,24000,PERSONAL,11.83,0.1,3,536,SI,RECHAZADO
23,MASCULINO,SECUNDARIO,94789,1,INQUILINO,25000,DEUDAS,11.01,0.26,2,548,NO,OTORGADO
23,FEMENINO,MAESTRÌA,94780,0,INQUILINO,25000,EMPRESA,10.62,0.26,3,667,NO,OTORGADO
23,MASCULINO,SECUNDARIO,95298,0,INQUILINO,25000,EMPRESA,10.74,0.26,3,676,NO,OTORGADO
25,MASCULINO,TERCIARIO,223944,1,PROPIETARIO,10000,EMPRESA,10.25,0.04,4,570,SI,RECHAZADO
24,MASCULINO,SECUNDARIO,222629,0,HIPOTECA,35000,EDUCACION,12.42,0.16,2,623,NO,RECHAZADO
25,FEMENINO,UNIVERSITARIO,222973,2,INQUILINO,15000,EMPRESA,15.27,0.07,2,652,SI,RECHAZADO
24,FEMENINO,SECUNDARIO,75240,1,INQUILINO,25000,SALUD,15.33,0.33,2,625,NO,OTORGADO
23,FEMENINO,SECUNDARIO,96143,1,INQUILINO,25000,EMPRESA,15.21,0.26,2,642,NO,OTORGADO
21,MASCULINO,UNIVERSITARIO,18064,0,PROPIETARIO,6250,EMPRESA,14.72,0.35,2,580,NO,OTORGADO
24,MASCULINO,TERCIARIO,96627,2,INQUILINO,25000,PERSONAL,15.7,0.26,2,622,NO,OTORGADO
24,MASCULINO,UNIVERSITARIO,96309,3,INQUILINO,25000,EDUCACION,13.35,0.26,4,581,NO,OTORGADO
21,FEMENINO,SECUNDARIO,18421,1,HIPOTECA,1500,SALUD,11.01,0.08,4,623,NO,RECHAZADO
24,MASCULINO,MAESTRÌA,96836,1,INQUILINO,25000,EDUCACION,6.62,0.26,2,583,NO,OTORGADO
26,MASCULINO,UNIVERSITARIO,96947,4,INQUILINO,25000,DEUDAS,13.61,0.26,4,645,NO,OTORGADO
22,FEMENINO,TERCIARIO,222975,2,INQUILINO,25000,SALUD,11.36,0.11,2,593,SI,RECHAZADO
26,MASCULINO,TERCIARIO,222985,3,PROPIETARIO,5000,PERSONAL,7.68,0.02,2,659,SI,RECHAZADO
24,FEMENINO,UNIVERSITARIO,223064,0,INQUILINO,22000,VIVIENDA,14.46,0.1,4,655,SI,RECHAZADO
23,MASCULINO,TERCIARIO,221559,2,PROPIETARIO,2500,EDUCACION,11.83,0.01,2,583,SI,RECHAZADO
24,FEMENINO,TERCIARIO,207712,0,HIPOTECA,20000,DEUDAS,13.47,0.1,4,582,NO,OTORGADO
24,FEMENINO,UNIVERSITARIO,220872,1,HIPOTECA,20000,SALUD,11.49,0.09,3,504,SI,RECHAZADO
22,MASCULINO,SECUNDARIO,220518,0,HIPOTECA,1000,EDUCACION,11.01,0,2,551,SI,RECHAZADO
25,FEMENINO,TERCIARIO,220510,1,HIPOTECA,15000,PERSONAL,6.03,0.07,3,529,SI,RECHAZADO
23,FEMENINO,UNIVERSITARIO,89818,0,INQUILINO,25000,DEUDAS,16.35,0.28,4,674,NO,OTORGADO
26,FEMENINO,SECUNDARIO,90006,4,INQUILINO,25000,DEUDAS,11.01,0.28,4,595,NO,OTORGADO
25,FEMENINO,SECUNDARIO,98704,6,INQUILINO,25000,DEUDAS,7.29,0.25,3,597,NO,OTORGADO
23,MASCULINO,SECUNDARIO,98967,5,INQUILINO,25000,SALUD,11.36,0.25,3,566,NO,OTORGADO
24,MASCULINO,SECUNDARIO,99435,3,INQUILINO,25000,EMPRESA,10.25,0.25,2,666,NO,RECHAZADO
24,FEMENINO,UNIVERSITARIO,100658,1,INQUILINO,25000,EDUCACION,11.12,0.25,3,695,NO,RECHAZADO
24,FEMENINO,UNIVERSITARIO,100435,2,INQUILINO,25000,PERSONAL,12.92,0.25,3,576,SI,RECHAZADO
24,MASCULINO,SECUNDARIO,216925,5,INQUILINO,18000,EDUCACION,18.64,0.08,4,651,SI,RECHAZADO
23,FEMENINO,UNIVERSITARIO,216891,0,HIPOTECA,28000,PERSONAL,7.51,0.13,3,633,SI,RECHAZADO
23,MASCULINO,MAESTRÌA,18512,1,PROPIETARIO,4000,VIVIENDA,16.7,0.22,2,566,NO,OTORGADO
22,MASCULINO,MAESTRÌA,18367,0,PROPIETARIO,2100,PERSONAL,11.14,0.11,4,583,NO,RECHAZADO
22,FEMENINO,TERCIARIO,102317,0,INQUILINO,25000,PERSONAL,18.3,0.24,4,586,SI,RECHAZADO
24,FEMENINO,TERCIARIO,103400,4,INQUILINO,25000,SALUD,10.62,0.24,4,592,SI,RECHAZADO
24,MASCULINO,UNIVERSITARIO,217134,2,HIPOTECA,14000,EMPRESA,11.99,0.06,2,598,SI,RECHAZADO
26,MASCULINO,MAESTRÌA,217024,1,HIPOTECA,12000,EMPRESA,9.63,0.06,4,637,SI,RECHAZADO
25,FEMENINO,SECUNDARIO,172215,5,HIPOTECA,10000,SALUD,18.25,0.06,4,628,NO,OTORGADO
23,MASCULINO,MAESTRÌA,18831,0,HIPOTECA,6000,DEUDAS,11.01,0.32,4,667,NO,OTORGADO
24,MASCULINO,TERCIARIO,105349,5,INQUILINO,25000,VIVIENDA,14.84,0.24,3,621,SI,RECHAZADO
24,MASCULINO,UNIVERSITARIO,91184,1,INQUILINO,25000,EMPRESA,14.7,0.27,3,668,NO,OTORGADO
23,FEMENINO,SECUNDARIO,91886,1,INQUILINO,25000,DEUDAS,16.02,0.27,4,544,NO,OTORGADO
23,MASCULINO,TERCIARIO,80452,2,INQUILINO,25000,SALUD,15.37,0.31,2,699,NO,OTORGADO
25,FEMENINO,UNIVERSITARIO,108758,2,INQUILINO,25000,SALUD,10.99,0.23,4,611,NO,RECHAZADO
21,MASCULINO,TERCIARIO,18916,0,PROPIETARIO,6200,VIVIENDA,7.9,0.33,2,615,NO,OTORGADO
26,FEMENINO,SECUNDARIO,217234,5,PROPIETARIO,25000,PERSONAL,10.99,0.12,4,559,SI,RECHAZADO
24,FEMENINO,SECUNDARIO,217017,0,PROPIETARIO,21000,EDUCACION,11.48,0.1,3,577,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,216874,1,PROPIETARIO,20000,SALUD,14.26,0.09,4,657,SI,RECHAZADO
26,MASCULINO,TERCIARIO,216833,5,PROPIETARIO,10000,VIVIENDA,8,0.05,4,676,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,216483,0,HIPOTECA,9950,EMPRESA,11.26,0.05,2,601,NO,RECHAZADO
23,FEMENINO,MAESTRÌA,19000,2,PROPIETARIO,4475,SALUD,11.01,0.24,4,647,NO,OTORGADO
23,FEMENINO,MAESTRÌA,94363,0,INQUILINO,25000,EMPRESA,16.32,0.26,3,576,NO,OTORGADO
25,MASCULINO,MAESTRÌA,80570,3,INQUILINO,25000,SALUD,17.93,0.31,4,612,NO,OTORGADO
23,MASCULINO,UNIVERSITARIO,109167,0,INQUILINO,25000,DEUDAS,11.36,0.23,3,678,NO,RECHAZADO
24,FEMENINO,TERCIARIO,95753,1,INQUILINO,25000,DEUDAS,14.96,0.26,4,542,NO,OTORGADO
24,FEMENINO,TERCIARIO,110935,1,INQUILINO,25000,PERSONAL,13.43,0.23,3,709,SI,RECHAZADO
25,MASCULINO,TERCIARIO,111490,2,INQUILINO,25000,VIVIENDA,12.69,0.22,3,622,SI,RECHAZADO
24,MASCULINO,TERCIARIO,111729,4,INQUILINO,25000,EMPRESA,12.73,0.22,4,642,SI,RECHAZADO
23,FEMENINO,SECUNDARIO,113396,0,INQUILINO,25000,EMPRESA,15.21,0.22,4,660,NO,RECHAZADO
23,FEMENINO,UNIVERSITARIO,19175,1,HIPOTECA,1750,SALUD,12.68,0.09,3,587,SI,RECHAZADO
23,FEMENINO,SECUNDARIO,85787,0,INQUILINO,25000,SALUD,19.04,0.29,4,646,NO,OTORGADO
25,FEMENINO,MAESTRÌA,102114,7,INQUILINO,25000,DEUDAS,15.95,0.24,3,637,NO,OTORGADO
26,MASCULINO,UNIVERSITARIO,211005,5,HIPOTECA,2600,EMPRESA,8.9,0.01,4,718,NO,RECHAZADO
25,MASCULINO,MAESTRÌA,210903,4,HIPOTECA,8000,VIVIENDA,7.9,0.04,2,588,SI,RECHAZADO
22,MASCULINO,TERCIARIO,210555,0,HIPOTECA,18000,EDUCACION,11.01,0.09,2,652,NO,RECHAZADO
23,MASCULINO,UNIVERSITARIO,210937,0,HIPOTECA,21000,PERSONAL,11.99,0.1,3,620,SI,RECHAZADO
23,MASCULINO,SECUNDARIO,19062,2,PROPIETARIO,4000,DEUDAS,13.98,0.21,4,667,NO,OTORGADO
23,FEMENINO,TERCIARIO,18926,0,PROPIETARIO,4600,EMPRESA,10.99,0.24,2,688,NO,OTORGADO
22,MASCULINO,TERCIARIO,106694,0,INQUILINO,25000,DEUDAS,15.58,0.23,2,667,NO,OTORGADO
25,MASCULINO,MAESTRÌA,90718,4,INQUILINO,25000,SALUD,10.99,0.28,2,692,NO,OTORGADO
25,MASCULINO,UNIVERSITARIO,106668,1,INQUILINO,25000,EMPRESA,14.96,0.23,4,562,NO,OTORGADO
25,MASCULINO,SECUNDARIO,19158,4,PROPIETARIO,1750,VIVIENDA,15.31,0.09,4,625,SI,RECHAZADO
26,MASCULINO,SECUNDARIO,106419,5,INQUILINO,25000,EMPRESA,15.65,0.23,3,649,NO,OTORGADO
25,FEMENINO,SECUNDARIO,120696,3,INQUILINO,25000,EMPRESA,9.33,0.21,4,545,SI,RECHAZADO
23,MASCULINO,SECUNDARIO,19065,3,HIPOTECA,3600,PERSONAL,13.47,0.19,4,540,NO,OTORGADO
24,FEMENINO,TERCIARIO,124083,0,INQUILINO,25000,PERSONAL,10.36,0.2,3,637,SI,RECHAZADO
24,MASCULINO,TERCIARIO,111673,4,INQUILINO,25000,VIVIENDA,16.77,0.22,4,600,NO,OTORGADO
23,MASCULINO,SECUNDARIO,112633,1,INQUILINO,25000,DEUDAS,14.59,0.22,2,633,NO,OTORGADO
22,MASCULINO,SECUNDARIO,210938,0,INQUILINO,3500,EMPRESA,11.91,0.02,2,588,NO,RECHAZADO
23,FEMENINO,TERCIARIO,210720,2,HIPOTECA,7200,EDUCACION,8.38,0.03,3,624,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,210705,7,INQUILINO,9000,EMPRESA,10.59,0.04,3,525,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,209997,3,HIPOTECA,8800,DEUDAS,14.27,0.04,3,616,SI,RECHAZADO
26,FEMENINO,MAESTRÌA,209873,3,INQUILINO,12000,DEUDAS,12.53,0.06,4,675,NO,RECHAZADO
25,FEMENINO,TERCIARIO,195268,1,HIPOTECA,25000,DEUDAS,16,0.13,3,662,NO,OTORGADO
26,MASCULINO,MAESTRÌA,209393,2,HIPOTECA,10000,EMPRESA,11.71,0.05,4,585,SI,RECHAZADO
21,MASCULINO,MAESTRÌA,18773,0,PROPIETARIO,3175,VIVIENDA,11.54,0.17,3,686,NO,OTORGADO
25,FEMENINO,UNIVERSITARIO,116439,2,INQUILINO,25000,VIVIENDA,15.68,0.21,4,595,NO,OTORGADO
21,FEMENINO,TERCIARIO,19169,2,HIPOTECA,1500,EDUCACION,10.59,0.08,2,537,SI,RECHAZADO
24,FEMENINO,SECUNDARIO,118417,0,INQUILINO,25000,VIVIENDA,12.61,0.21,2,625,NO,OTORGADO
26,FEMENINO,SECUNDARIO,133476,0,INQUILINO,25000,PERSONAL,11.01,0.19,2,641,SI,RECHAZADO
23,FEMENINO,TERCIARIO,19312,4,HIPOTECA,2800,PERSONAL,8.49,0.14,3,661,NO,OTORGADO
25,MASCULINO,SECUNDARIO,192351,1,INQUILINO,30000,PERSONAL,17.27,0.16,4,577,NO,OTORGADO
24,MASCULINO,UNIVERSITARIO,206648,4,INQUILINO,18000,DEUDAS,8.9,0.09,4,537,SI,RECHAZADO
25,FEMENINO,SECUNDARIO,205046,6,HIPOTECA,10000,SALUD,11.11,0.05,4,646,SI,RECHAZADO
24,MASCULINO,SECUNDARIO,190735,1,INQUILINO,25000,VIVIENDA,14.59,0.13,2,653,NO,OTORGADO
26,FEMENINO,TERCIARIO,204872,3,INQUILINO,13000,EMPRESA,12.42,0.06,3,654,NO,RECHAZADO
24,MASCULINO,TERCIARIO,100758,0,INQUILINO,25000,SALUD,11.01,0.25,2,635,NO,OTORGADO
24,FEMENINO,MAESTRÌA,133231,3,INQUILINO,25000,VIVIENDA,15.7,0.19,2,675,SI,RECHAZADO
22,FEMENINO,MAESTRÌA,18923,0,PROPIETARIO,2500,VIVIENDA,12.53,0.13,3,618,NO,OTORGADO
25,FEMENINO,MAESTRÌA,161894,0,INQUILINO,5000,SALUD,16.49,0.03,2,609,NO,OTORGADO
25,FEMENINO,UNIVERSITARIO,205144,0,HIPOTECA,20000,EDUCACION,7.49,0.1,2,545,SI,RECHAZADO
22,FEMENINO,SECUNDARIO,121617,2,INQUILINO,25000,DEUDAS,14.96,0.21,2,629,NO,OTORGADO
25,MASCULINO,TERCIARIO,136206,6,INQUILINO,25000,SALUD,12.73,0.18,4,539,NO,RECHAZADO
24,MASCULINO,MAESTRÌA,144915,4,INQUILINO,25000,EDUCACION,10.65,0.17,4,593,SI,RECHAZADO
25,FEMENINO,SECUNDARIO,145233,3,INQUILINO,25000,SALUD,10.74,0.17,2,683,NO,RECHAZADO
23,MASCULINO,UNIVERSITARIO,145002,1,INQUILINO,25000,EDUCACION,9.99,0.17,2,670,SI,RECHAZADO
24,MASCULINO,MAESTRÌA,110953,0,INQUILINO,25000,SALUD,15.33,0.23,2,662,NO,OTORGADO
21,FEMENINO,SECUNDARIO,19414,2,PROPIETARIO,1000,EMPRESA,7.29,0.05,4,681,SI,RECHAZADO
26,MASCULINO,SECUNDARIO,130096,1,INQUILINO,25000,PERSONAL,15.05,0.19,3,636,NO,OTORGADO
26,MASCULINO,MAESTRÌA,157292,0,INQUILINO,25000,PERSONAL,10.75,0.16,3,677,SI,RECHAZADO
23,FEMENINO,UNIVERSITARIO,156995,3,INQUILINO,25000,EDUCACION,16.02,0.16,2,656,SI,RECHAZADO
23,FEMENINO,TERCIARIO,156952,0,INQUILINO,25000,EMPRESA,11.49,0.16,4,674,SI,RECHAZADO
25,FEMENINO,TERCIARIO,205005,6,PROPIETARIO,20000,EDUCACION,12.53,0.1,4,587,NO,RECHAZADO
26,FEMENINO,UNIVERSITARIO,205060,2,HIPOTECA,12000,EMPRESA,13.57,0.06,2,658,NO,RECHAZADO
22,MASCULINO,SECUNDARIO,203782,4,INQUILINO,14000,PERSONAL,11.14,0.07,3,581,SI,RECHAZADO
26,MASCULINO,SECUNDARIO,203368,3,INQUILINO,24250,SALUD,12.87,0.12,3,606,SI,RECHAZADO
23,FEMENINO,TERCIARIO,203403,0,INQUILINO,20000,EDUCACION,11.58,0.1,3,648,NO,RECHAZADO
24,FEMENINO,TERCIARIO,202715,3,INQUILINO,1800,VIVIENDA,11.12,0.01,3,563,SI,RECHAZADO
25,FEMENINO,MAESTRÌA,202525,1,HIPOTECA,35000,PERSONAL,10.65,0.17,2,589,SI,RECHAZADO
24,MASCULINO,TERCIARIO,161487,1,INQUILINO,25000,DEUDAS,10.37,0.15,2,641,NO,RECHAZADO
24,MASCULINO,TERCIARIO,19677,3,PROPIETARIO,3300,VIVIENDA,6.39,0.17,4,637,NO,OTORGADO
24,MASCULINO,SECUNDARIO,161952,2,INQUILINO,25000,PERSONAL,16.07,0.15,3,578,SI,RECHAZADO
25,FEMENINO,UNIVERSITARIO,161560,0,INQUILINO,25000,SALUD,10.62,0.15,2,660,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,19423,3,PROPIETARIO,3200,EMPRESA,18.09,0.16,2,586,NO,OTORGADO
25,MASCULINO,TERCIARIO,163134,5,INQUILINO,25000,EDUCACION,11.36,0.15,4,567,SI,RECHAZADO
26,FEMENINO,UNIVERSITARIO,163683,5,INQUILINO,25000,DEUDAS,12.53,0.15,4,582,SI,RECHAZADO
25,FEMENINO,UNIVERSITARIO,174972,3,INQUILINO,25000,EDUCACION,9.99,0.14,4,712,SI,RECHAZADO
23,MASCULINO,SECUNDARIO,181016,4,INQUILINO,25000,EDUCACION,10.36,0.14,3,674,NO,RECHAZADO
23,FEMENINO,MAESTRÌA,198920,0,HIPOTECA,9600,EDUCACION,5.99,0.05,3,532,SI,RECHAZADO
22,FEMENINO,MAESTRÌA,184800,1,HIPOTECA,24000,DEUDAS,15.62,0.13,2,670,NO,OTORGADO
24,MASCULINO,MAESTRÌA,198862,6,HIPOTECA,20000,PERSONAL,10.37,0.1,4,658,NO,RECHAZADO
25,MASCULINO,TERCIARIO,199407,0,HIPOTECA,25000,VIVIENDA,19.74,0.13,4,669,NO,RECHAZADO
21,MASCULINO,UNIVERSITARIO,198803,0,HIPOTECA,20000,EDUCACION,6.91,0.1,4,681,SI,RECHAZADO
23,MASCULINO,TERCIARIO,20044,3,PROPIETARIO,6000,SALUD,7.9,0.3,2,618,NO,OTORGADO
23,FEMENINO,UNIVERSITARIO,20401,4,HIPOTECA,2275,DEUDAS,13.06,0.11,4,573,SI,RECHAZADO
23,FEMENINO,SECUNDARIO,19859,0,PROPIETARIO,2000,PERSONAL,6.39,0.1,3,491,SI,RECHAZADO
23,MASCULINO,MAESTRÌA,178660,2,INQUILINO,25000,DEUDAS,14.93,0.14,3,590,NO,OTORGADO
23,FEMENINO,SECUNDARIO,20421,0,HIPOTECA,5600,SALUD,12.84,0.27,4,587,NO,OTORGADO
24,MASCULINO,MAESTRÌA,20353,2,PROPIETARIO,3625,EMPRESA,17.14,0.18,2,648,NO,OTORGADO
22,MASCULINO,MAESTRÌA,20297,0,HIPOTECA,5500,EMPRESA,7.14,0.27,3,687,NO,OTORGADO
25,MASCULINO,UNIVERSITARIO,210932,0,INQUILINO,25000,PERSONAL,8.9,0.12,2,621,NO,RECHAZADO
22,FEMENINO,SECUNDARIO,20405,0,PROPIETARIO,2000,PERSONAL,12.42,0.1,3,590,SI,RECHAZADO
24,MASCULINO,TERCIARIO,223194,0,INQUILINO,25000,VIVIENDA,12.68,0.11,2,676,SI,RECHAZADO
25,FEMENINO,TERCIARIO,195560,0,INQUILINO,25000,PERSONAL,11.03,0.13,2,677,SI,RECHAZADO
26,MASCULINO,UNIVERSITARIO,194140,6,INQUILINO,30000,EMPRESA,7.9,0.15,4,651,SI,RECHAZADO
22,MASCULINO,SECUNDARIO,193337,0,HIPOTECA,35000,SALUD,10.65,0.18,4,602,SI,RECHAZADO
25,MASCULINO,SECUNDARIO,270992,2,INQUILINO,25000,EMPRESA,11.86,0.09,4,652,NO,RECHAZADO
25,MASCULINO,TERCIARIO,20221,5,PROPIETARIO,5000,PERSONAL,8.94,0.25,4,572,NO,OTORGADO
23,MASCULINO,UNIVERSITARIO,20678,0,PROPIETARIO,4375,EMPRESA,9.63,0.21,4,528,NO,OTORGADO
25,FEMENINO,SECUNDARIO,60742,3,INQUILINO,24750,PERSONAL,14.22,0.41,3,638,NO,OTORGADO
23,FEMENINO,SECUNDARIO,72805,2,INQUILINO,24750,DEUDAS,9.33,0.34,3,655,NO,OTORGADO
24,MASCULINO,MAESTRÌA,102011,3,INQUILINO,24500,SALUD,13.85,0.24,4,627,SI,RECHAZADO
22,MASCULINO,SECUNDARIO,20896,0,HIPOTECA,2000,EDUCACION,10.65,0.1,2,596,NO,RECHAZADO
24,FEMENINO,UNIVERSITARIO,111283,0,INQUILINO,24500,SALUD,11.46,0.22,4,694,NO,RECHAZADO
23,FEMENINO,TERCIARIO,192873,0,HIPOTECA,35000,PERSONAL,7.66,0.18,2,684,SI,RECHAZADO
24,FEMENINO,UNIVERSITARIO,193174,0,HIPOTECA,12000,EMPRESA,16.77,0.06,4,547,NO,RECHAZADO
25,FEMENINO,UNIVERSITARIO,193249,0,HIPOTECA,12000,PERSONAL,9.63,0.06,4,586,SI,RECHAZADO
26,FEMENINO,UNIVERSITARIO,192954,5,INQUILINO,25000,PERSONAL,12.23,0.13,4,694,NO,RECHAZADO
25,MASCULINO,MAESTRÌA,152227,2,HIPOTECA,10000,SALUD,14.09,0.07,4,639,NO,OTORGADO
25,FEMENINO,UNIVERSITARIO,65399,0,INQUILINO,24250,PERSONAL,13.98,0.37,4,663,NO,OTORGADO
23,FEMENINO,SECUNDARIO,75928,4,INQUILINO,24250,EDUCACION,10.62,0.32,4,528,NO,OTORGADO
24,MASCULINO,UNIVERSITARIO,21627,0,HIPOTECA,3900,DEUDAS,11.01,0.18,3,636,NO,OTORGADO
25,MASCULINO,SECUNDARIO,83235,3,INQUILINO,24250,PERSONAL,17.56,0.29,4,603,NO,OTORGADO
26,MASCULINO,SECUNDARIO,68297,3,INQUILINO,24250,SALUD,14.96,0.36,2,507,NO,OTORGADO
22,MASCULINO,MAESTRÌA,89977,3,INQUILINO,24250,DEUDAS,15.65,0.27,2,692,NO,OTORGADO
24,FEMENINO,TERCIARIO,79510,2,INQUILINO,24250,SALUD,15.7,0.3,2,604,NO,OTORGADO
24,FEMENINO,UNIVERSITARIO,109050,5,INQUILINO,24250,EMPRESA,12.53,0.22,3,622,NO,RECHAZADO
26,FEMENINO,UNIVERSITARIO,94635,2,INQUILINO,24250,VIVIENDA,17.56,0.26,3,643,NO,OTORGADO
23,MASCULINO,SECUNDARIO,120966,0,INQUILINO,24250,PERSONAL,12.87,0.2,2,565,NO,RECHAZADO
23,MASCULINO,MAESTRÌA,124437,0,INQUILINO,24250,PERSONAL,15.7,0.19,2,718,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,193147,3,HIPOTECA,9000,EDUCACION,11.01,0.05,3,625,SI,RECHAZADO
25,MASCULINO,UNIVERSITARIO,192914,0,PROPIETARIO,15000,EMPRESA,11.14,0.08,4,614,SI,RECHAZADO
24,FEMENINO,UNIVERSITARIO,192806,2,HIPOTECA,20000,EMPRESA,16,0.1,3,690,SI,RECHAZADO
23,MASCULINO,SECUNDARIO,193097,0,HIPOTECA,25000,EDUCACION,15.65,0.13,2,564,SI,RECHAZADO
26,FEMENINO,TERCIARIO,193082,5,HIPOTECA,13750,DEUDAS,11.01,0.07,4,579,SI,RECHAZADO
21,FEMENINO,SECUNDARIO,192841,1,HIPOTECA,15250,EMPRESA,15.31,0.08,4,648,NO,RECHAZADO
25,MASCULINO,MAESTRÌA,193300,3,HIPOTECA,20000,EMPRESA,13.47,0.1,2,531,SI,RECHAZADO
22,MASCULINO,TERCIARIO,21205,0,HIPOTECA,4750,VIVIENDA,13.85,0.22,2,658,NO,OTORGADO
25,FEMENINO,UNIVERSITARIO,135292,3,INQUILINO,24250,PERSONAL,11.01,0.18,3,574,NO,RECHAZADO
21,MASCULINO,SECUNDARIO,21363,2,HIPOTECA,6000,EMPRESA,10.39,0.28,4,671,NO,OTORGADO
25,MASCULINO,SECUNDARIO,139035,7,INQUILINO,24250,VIVIENDA,11.36,0.17,2,633,NO,RECHAZADO
23,MASCULINO,SECUNDARIO,173511,0,INQUILINO,24250,EDUCACION,11.83,0.14,3,631,SI,RECHAZADO
23,MASCULINO,TERCIARIO,345520,0,INQUILINO,24250,EDUCACION,12.53,0.07,3,652,SI,RECHAZADO
22,FEMENINO,UNIVERSITARIO,130762,3,INQUILINO,24150,VIVIENDA,14.96,0.18,3,683,NO,OTORGADO
22,FEMENINO,UNIVERSITARIO,52596,0,INQUILINO,24000,DEUDAS,13.85,0.46,3,693,NO,OTORGADO
23,FEMENINO,UNIVERSITARIO,57326,2,INQUILINO,24000,EMPRESA,11.58,0.42,4,603,NO,OTORGADO
24,FEMENINO,SECUNDARIO,58262,1,INQUILINO,24000,EMPRESA,16.29,0.41,2,522,NO,OTORGADO
26,FEMENINO,SECUNDARIO,58620,4,INQUILINO,24000,SALUD,11.01,0.41,3,664,NO,OTORGADO
21,FEMENINO,MAESTRÌA,55113,0,INQUILINO,24000,EDUCACION,16.29,0.44,2,645,NO,OTORGADO
25,MASCULINO,UNIVERSITARIO,63361,2,INQUILINO,24000,PERSONAL,10.74,0.38,2,592,NO,OTORGADO
22,FEMENINO,TERCIARIO,22107,4,HIPOTECA,2250,EDUCACION,15.27,0.1,3,636,SI,RECHAZADO
24,FEMENINO,UNIVERSITARIO,57356,3,INQUILINO,24000,PERSONAL,17.8,0.42,2,672,NO,OTORGADO
22,FEMENINO,UNIVERSITARIO,21790,0,HIPOTECA,1000,EMPRESA,11.36,0.05,2,686,SI,RECHAZADO
22,FEMENINO,SECUNDARIO,59680,0,INQUILINO,24000,SALUD,17.56,0.4,4,590,NO,OTORGADO
26,FEMENINO,MAESTRÌA,72720,2,INQUILINO,24000,PERSONAL,7.9,0.33,4,636,NO,OTORGADO
25,FEMENINO,SECUNDARIO,73024,5,INQUILINO,24000,PERSONAL,10.99,0.33,4,580,NO,OTORGADO
22,MASCULINO,UNIVERSITARIO,73110,0,INQUILINO,24000,PERSONAL,7.29,0.33,3,674,NO,OTORGADO
21,FEMENINO,TERCIARIO,72902,0,INQUILINO,24000,SALUD,10.75,0.33,2,601,NO,OTORGADO
26,FEMENINO,SECUNDARIO,75416,4,INQUILINO,24000,DEUDAS,7.9,0.32,3,620,NO,OTORGADO
22,MASCULINO,MAESTRÌA,75959,0,INQUILINO,24000,EDUCACION,14.84,0.32,2,642,NO,OTORGADO
26,MASCULINO,TERCIARIO,79222,7,INQUILINO,24000,DEUDAS,11.01,0.3,2,616,NO,OTORGADO
22,FEMENINO,TERCIARIO,21824,0,HIPOTECA,4975,EDUCACION,11.01,0.23,3,588,NO,OTORGADO
23,MASCULINO,SECUNDARIO,71875,1,INQUILINO,24000,DEUDAS,19.69,0.33,2,585,NO,OTORGADO
23,MASCULINO,UNIVERSITARIO,80313,1,INQUILINO,24000,EMPRESA,11.01,0.3,4,632,NO,OTORGADO
24,MASCULINO,SECUNDARIO,72647,5,INQUILINO,24000,EMPRESA,14.96,0.33,4,556,NO,OTORGADO
25,MASCULINO,UNIVERSITARIO,80492,4,INQUILINO,24000,EDUCACION,6.99,0.3,3,602,NO,OTORGADO
22,MASCULINO,SECUNDARIO,75646,0,INQUILINO,24000,PERSONAL,16.45,0.32,4,639,NO,OTORGADO
24,MASCULINO,TERCIARIO,85223,3,INQUILINO,24000,EDUCACION,10.99,0.28,4,603,NO,OTORGADO
23,MASCULINO,TERCIARIO,89735,2,INQUILINO,24000,DEUDAS,10.99,0.27,2,689,NO,OTORGADO
22,MASCULINO,SECUNDARIO,22364,4,PROPIETARIO,3000,PERSONAL,7.9,0.13,4,672,NO,OTORGADO
22,FEMENINO,MAESTRÌA,90780,2,INQUILINO,24000,EDUCACION,12.69,0.26,4,499,NO,OTORGADO
24,MASCULINO,UNIVERSITARIO,90889,1,INQUILINO,24000,SALUD,10.37,0.26,3,643,NO,OTORGADO
24,MASCULINO,UNIVERSITARIO,90911,2,INQUILINO,24000,VIVIENDA,11.01,0.26,3,589,NO,OTORGADO
26,MASCULINO,MAESTRÌA,83953,2,INQUILINO,24000,DEUDAS,15.83,0.29,3,646,NO,OTORGADO
23,MASCULINO,TERCIARIO,94644,1,INQUILINO,24000,PERSONAL,13.92,0.25,3,613,NO,OTORGADO
22,FEMENINO,SECUNDARIO,22616,0,PROPIETARIO,2000,EMPRESA,11.49,0.09,3,567,NO,RECHAZADO
24,FEMENINO,UNIVERSITARIO,96989,4,INQUILINO,24000,SALUD,10.25,0.25,2,603,NO,RECHAZADO
22,FEMENINO,TERCIARIO,22867,3,PROPIETARIO,3500,VIVIENDA,7.49,0.15,4,647,NO,OTORGADO
